Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
JAJYVU01,9.11945872623959e-4,0.7244038803945835,0.0014902353092509392,0.6119475675840381,3.6625806666666666e-4,0.001738469,6128,0.9839907483579432,0.638,0.41837860215761646
Acidulodesulfobacterium,9.116920562322095e-4,0.7244038803945835,0.001426801175860047,0.6389762439624147,9.284893666666667e-4,0.0014214991538461538,2473,0.9872449207257985,0.93,0.41929029421384867
JAKAQB01,9.010379529618974e-4,0.7244038803945835,0.0011634811525834802,0.7744327881557562,0.0012664698333333332,0.0014829663076923077,2319,0.852043606570652,1,0.4201913321668106
Halothiobacillus,8.685816991328502e-4,0.7244038803945835,8.798258766747685e-4,0.987219996774345,0.0012046494333333333,0.0016995383653846154,425,0.9945430658535487,0.358,0.42105991386594344
DAHUZJ01,8.676700604824466e-4,0.7244038803945835,0.0010735437581386668,0.808229803307535,9.476693666666667e-4,0.001477112826923077,3408,0.976912664530398,0.089,0.4219275839264259
Palsa-461,8.62300929082274e-4,0.7244038803945835,0.0019556729568984224,0.4409228680289318,5.954270666666667e-4,0.001391763269230769,2216,0.98491693196896,0.277,0.42278988485550817
JAJZQO01,8.603154107369766e-4,0.7244038803945835,0.001286538111859348,0.6687057326996866,0.0014400356666666666,5.938954999999998e-4,2033,0.9623824225183363,0.854,0.42365020026624517
RBG-13-68-16,8.543487182431583e-4,0.7244038803945835,0.0017487468004447298,0.48854912445065574,0.0015104284333333335,3.740300961538462e-4,4244,0.9996135461501228,0.007,0.4245045489844883
JAJZWH01,8.527568809864292e-4,0.7244038803945835,0.001388011649949277,0.6143729996917475,7.857848333333333e-4,0.001231642403846154,4878,0.9981547500393074,0.384,0.4253573058654747
Novosphingobium,8.417156251195181e-4,0.7244038803945835,8.989614034755014e-4,0.9363200932379704,0.0015838647666666667,5.223943461538462e-4,1113,0.8891306269190997,0.79,0.42619902149059424
VBCG01,8.398689707856609e-4,0.7244038803945835,0.0012294597473779798,0.6831203482479327,0.0015916149666666667,3.1054171153846157e-4,6070,0.9265604722924996,0.001,0.4270388904613799
CADDZS01,8.390699330110362e-4,0.7244038803945835,0.0023914272375818555,0.3508657590851396,3.722872333333333e-4,0.001506731769230769,2364,0.9834641013579253,0.642,0.4278779603943909
Virgisporangium,8.358173746337877e-4,0.7244038803945835,6.313223457503426e-4,1.3239153979895923,0.002243210066666667,0.0011094764230769232,1616,0.928919833924582,0.001,0.4287137777690247
Cupriavidus,8.281612410750924e-4,0.7244038803945835,4.4128017156668946e-4,1.8767243452948454,0.0019404236666666667,6.991578269230767e-4,1155,0.6813336834908253,0.001,0.4295419390100998
Mancarchaeum,8.2409923652434e-4,0.7244038803945835,0.0013119582298858838,0.6281444163020505,1.1701513333333332e-4,0.001611591692307692,3512,0.9999999999999967,0.29,0.4303660382466241
Nitrosotalea,8.224377111880685e-4,0.7244038803945835,0.002814740238374583,0.29218955979504463,8.206822999999999e-4,9.443734807692308e-4,452,0.8873250366793036,0.231,0.4311884759578122
UBA11358,8.198659586358711e-4,0.7244038803945835,7.939363445815552e-4,1.03265956298799,0.0015283815333333333,5.796913846153844e-4,1594,0.9740924148991412,0.841,0.43200834191644805
JAJXXT01,8.181493133535964e-4,0.7244038803945835,6.933030691296505e-4,1.1800745587073107,0.0017124260333333335,2.1943432692307695e-4,2022,0.9776833009263777,0.001,0.43282649122980166
JAJZYW01,8.111072928539255e-4,0.7244038803945835,0.00126011135082046,0.6436790624303261,2.9277149999999995e-4,0.0015241850384615386,3429,0.9999999999999967,0.506,0.4336375985226556
Catenulispora,8.108916835792964e-4,0.7244038803945835,6.334346230786301e-4,1.280150553877504,0.0019829600333333332,8.425302307692306e-4,857,0.6644247830921515,0.001,0.4344484902062349
PN-J185,8.080613511029321e-4,0.7244038803945835,0.0012250196941182758,0.6596313144863724,4.55376e-4,0.00145667325,2633,0.9994083023417252,0.431,0.43525655155733783
JAKIVR01,8.047443949783221e-4,0.7244038803945835,0.0011080496498283715,0.726271061141503,7.263290000000001e-4,0.0013261736153846156,6225,0.9847369059679252,0.222,0.43606129595231613
JAJZIZ01,8.016714648711286e-4,0.7244038803945835,8.618147350841375e-4,0.9302132259236235,4.660801666666667e-4,0.0016743042307692305,6251,0.9842127427637816,0.118,0.4368629674171873
Pseudofrankia,7.999359002151923e-4,0.7244038803945835,6.051391517427734e-4,1.3219040577880528,0.0020472414666666667,0.0010663223653846151,749,0.9044494084865096,0.001,0.4376629033174025
JAJYXW01,7.885786496825128e-4,0.7244038803945835,0.0013908514576141957,0.5669754633864391,6.368497e-4,0.0012601285576923074,389,0.9857762655401499,1,0.438451481967085
WYBA01,7.819423453391724e-4,0.7244038803945835,6.613737861667258e-4,1.1823001783473355,0.0017358978333333335,0.001150694038461538,3186,0.930064382155428,0.001,0.4392334243124242
Ga0077550,7.79346614999174e-4,0.7244038803945835,5.703779301297014e-4,1.36636881238016,0.0017935010666666666,8.918600769230768e-4,2869,0.7346335919441666,0.001,0.44001277092742336
Caballeronia,7.723035874519161e-4,0.7244038803945835,0.0010780059663815602,0.7164186577224928,0.0016346432666666667,2.8275965384615397e-4,442,0.6581283945985829,0.001,0.44078507451487525
SCRD01,7.704771628374359e-4,0.7244038803945835,0.0012043174220948548,0.6397625316232877,0.0013219960333333335,6.20432326923077e-4,387,0.9128355672316409,0.664,0.4415555516777127
JAJZXF01,7.47437374634416e-4,0.7244038803945835,0.0010305733802014585,0.72526361440493,5.669564666666667e-4,0.0012529565961538465,1613,0.9860041517144101,0.991,0.4423029890523471
Lentzea,7.459638466572181e-4,0.7244038803945835,3.966330733925727e-4,1.8807404039120326,0.0018256334333333333,5.428060192307692e-4,46,0.8779969690607502,0.001,0.4430489528990043
JABEUY01,7.440265012766137e-4,0.7244038803945835,0.0013305257824558982,0.5591973572306745,4.225372e-4,0.0013254181153846154,3177,0.9954467407031835,0.28,0.44379297940028095
JAJXUD01,7.402760495105274e-4,0.7244038803945835,0.0013421889281468198,0.5515438504865612,8.167109333333333e-4,9.286909230769231e-4,2679,0.9622231357687198,0.297,0.4445332554497915
Micromonospora,7.359596558672718e-4,0.7244038803945835,3.9899259896547485e-4,1.8445446300896298,0.0018238733666666666,4.5703724999999996e-4,2729,0.8834245669466613,0.001,0.44526921510565876
Bog-473,7.359303582323615e-4,0.7244038803945835,9.340581199923022e-4,0.7878849746934661,8.970672e-4,0.0011267490192307691,985,0.9363999736216178,0.03,0.44600514546389114
JACWAH01,7.338158474502894e-4,0.7244038803945835,7.504745731452406e-4,0.9778024115792032,3.9853526666666666e-4,0.0014634789423076924,2322,0.9857046473990442,0.503,0.44673896131134144
Rhodococcus,7.261074607346412e-4,0.7244038803945835,0.0016906782547999673,0.42947702123284875,0.0011273316,6.791671923076926e-4,174,0.9104501791323311,0.173,0.4474650687720761
JAMCYB01,7.252787466991033e-4,0.7244038803945835,9.70277847453389e-4,0.7474959349043004,2.953678333333333e-4,0.0013771671730769231,2612,0.9985278102389831,0.617,0.4481903475187752
JAKBCS01,7.243418333245544e-4,0.7244038803945835,9.214156850006616e-4,0.7861184100898329,0.0012858795,5.650261730769231e-4,978,0.8526432527690647,0.011,0.4489146893520997
JAJZAV01,7.194609794047396e-4,0.7244038803945835,0.0021336117781343244,0.33720332198102676,8.56772e-5,0.0013881957884615385,2503,0.9858334962390889,0.51,0.44963415033150445
Palsa-187,7.18545796560509e-4,0.7244038803945835,0.0012432089554691374,0.577976689597895,0.0011045252333333332,4.870186923076921e-4,549,0.8961375346713149,0.006,0.45035269612806494
JAKAQW01,7.150274778377002e-4,0.7244038803945835,0.0010938006229155484,0.6537091521595403,7.747432333333334e-4,0.0010734266346153847,6252,0.9844932613424975,0.996,0.45106772360590264
JAJZXB01,7.103062120702755e-4,0.7244038803945835,0.001169165597826366,0.6075325970853307,2.735981333333333e-4,0.0013311409999999999,3265,0.9999999999999967,0.492,0.45177802981797294
JAJZXC01,6.984745794886438e-4,0.7244038803945835,0.0019101741019343238,0.36566016614995395,9.67812e-5,0.0013451235961538463,3639,0.9999999999999967,0.567,0.45247650439746157
DTNP01,6.955420115143485e-4,0.7244038803945835,0.0025085954187163335,0.2772635261648777,6.001755666666667e-4,9.517505384615388e-4,2167,0.9770047186359185,0.241,0.4531720464089759
Legionella,6.947141999376976e-4,0.7244038803945835,0.001308023753287911,0.5311174190770089,5.299924e-4,0.0011244465384615385,5171,0.9990285433126858,0.213,0.4538667606089136
JAKAUU01,6.938185175668763e-4,0.7244038803945835,7.299961494443598e-4,0.9504413387590877,5.275890333333333e-4,0.0015191096923076923,2533,0.9846157678390707,0.3,0.4545605791264805
Acidithiobacillus_A,6.900982773123367e-4,0.7244038803945835,0.0012514375101656055,0.5514444562405793,1.2829739999999998e-4,0.0013362725961538462,1488,0.9872055630376324,0.822,0.4552506774037928
Kutzneria,6.861725878699598e-4,0.7244038803945835,4.427514493676088e-4,1.5497918501453458,0.0017746064666666667,7.986425769230768e-4,4515,0.8759651578619667,0.001,0.4559368499916628
JAMLIC01,6.781890246066879e-4,0.7244038803945835,5.802706017603614e-4,1.1687461376627946,0.0017784418,0.0011293265961538463,3207,0.8595381197312502,0.001,0.4566150390162695
GWA2-66-18,6.733165923318665e-4,0.7244038803945835,0.0011083698365131295,0.6074836847329619,7.403140000000001e-4,8.294971730769229e-4,1301,0.9471193650461645,0.337,0.45728835560860137
JAKACX01,6.711481807300351e-4,0.7244038803945835,0.0020341902200529697,0.32993383515164015,2.033492333333333e-4,0.0012163254615384618,7588,0.9981746298508564,0.569,0.4579595037893314
Palsa-343,6.689518620058169e-4,0.7244038803945835,0.0010398927837203633,0.6432892625839244,8.881767666666665e-4,9.055614038461538e-4,520,0.8966392837472047,0.134,0.45862845565133725
Edaphobacter,6.681824915720525e-4,0.7244038803945835,7.733194907037347e-4,0.8640445502854123,0.0012265142333333333,3.91105173076923e-4,447,0.7063632399388153,0.004,0.45929663814290933
JAKBAT01,6.666486723969925e-4,0.7244038803945835,7.763857646638186e-4,0.8586564859102702,0.0012573815333333333,1.650793846153846e-4,8209,0.998274700112523,0.002,0.45996328681530635
JAJZXY01,6.624839823415771e-4,0.7244038803945835,9.264327524561303e-4,0.7150912795183673,6.025978666666667e-4,9.703824615384615e-4,1452,0.9843848957259934,0.457,0.46062577079764794
Palsa-1150,6.572907993679875e-4,0.7244038803945835,8.467462379179562e-4,0.7762547619747139,0.0012034429333333332,4.088118461538459e-4,591,0.8956324209047172,0.001,0.46128306159701593
JAJZBS01,6.543942338227473e-4,0.7244038803945835,9.154568998957641e-4,0.7148280098137423,6.109539666666667e-4,0.0011110572884615387,6141,0.9840864405682991,0.297,0.4619374558308387
JAJZNM01,6.505610868752278e-4,0.7244038803945835,0.0010078327093772479,0.645505033545912,2.4255853333333337e-4,0.0012298061538461537,2217,0.9843537431250832,0.18,0.4625880169177139
JAJZOD01,6.493639157582992e-4,0.7244038803945835,0.0012382816926401758,0.5244072650171964,2.293853e-4,0.0012538029807692306,3397,0.9999999999999967,0.57,0.4632373808334722
JAJZEO01,6.464451682945591e-4,0.7244038803945835,0.0010639453349204134,0.607592464647552,2.205275666666667e-4,0.001174144384615385,7279,0.9980855059015658,0.077,0.46388382600176675
Gp6-AA45,6.337266946825716e-4,0.7244038803945835,6.829950329425492e-4,0.9278642802895436,9.216083333333334e-4,6.116879423076921e-4,4587,0.7457875613175681,0.003,0.46451755269644934
DAHUYW01,6.327481351539589e-4,0.7244038803945835,0.0015297697308966547,0.41362312403912044,8.198644666666666e-4,5.51202038461538e-4,3732,0.9836141686340633,0.041,0.4651503008316033
JAKAYH01,6.325026342123018e-4,0.7244038803945835,0.0011253464856307831,0.5620514590737529,1.6780863333333332e-4,0.0012194254615384619,1515,0.9860888905077523,0.548,0.46578280346581563
JAKADJ01,6.30955140202914e-4,0.7244038803945835,0.0012644657337037273,0.4989895126337611,2.6759213333333334e-4,0.0010915222115384616,3273,0.9999999999999967,0.468,0.4664137586060185
JAEUJQ01,6.302738737522232e-4,0.7244038803945835,3.8783638249545563e-4,1.6251024973388315,0.0014348807666666667,4.738363269230769e-4,273,0.8138048096705441,0.001,0.4670440324797707
JABEVK01,6.282084512640932e-4,0.7244038803945835,0.0024220999373548123,0.25936520685028497,1.748247e-4,0.001128839519230769,5133,0.9954627315323166,0.508,0.4676722409310348
QIAJ01,6.25306096496097e-4,0.7244038803945835,0.0014948803135921588,0.41829843554063706,0.0012392138,3.924105769230767e-5,1314,0.9064527702859464,0.001,0.4682975470275309
JAJYVM01,6.243937664528628e-4,0.7244038803945835,0.001399663627215285,0.4461027309076623,4.885018333333333e-4,9.05472557692308e-4,2049,0.9777499527251996,0.867,0.46892194079398375
Sideroxyarcus,6.192700183228238e-4,0.7244038803945835,7.67290907566154e-4,0.8070863504523307,0.0010858396,4.016625961538463e-4,2894,0.9828817675004011,0.001,0.4695412108123066
Aquabacterium_A,6.167432597208472e-4,0.7244038803945835,3.757024517023206e-4,1.6415736893021655,0.0014375017333333334,5.594318076923077e-4,1128,0.45902664392116477,0.001,0.47015795407202743
JAJZLH01,6.166374010592805e-4,0.7244038803945835,7.085932962102607e-4,0.8702275400532519,6.355068666666667e-4,0.0010448690769230772,2051,0.9842598804422021,0.827,0.4707745914730867
JAJZNA01,6.085915325288126e-4,0.7244038803945835,0.0010897842231291732,0.5584514068127371,3.4527736666666666e-4,0.0010854393653846155,2323,0.9843225034533731,0.944,0.4713831830056155
Nocardioides,6.059585920754213e-4,0.7244038803945835,4.4736427824758503e-4,1.3545082196752092,0.0012789780333333333,2.1732009615384613e-4,381,0.8880257042677279,0.006,0.4719891415976909
Gemmata,6.035924646541049e-4,0.7244038803945835,3.4844136458041014e-4,1.732264093790774,0.0013122877333333334,4.159198076923077e-4,321,0.7377737989860792,0.001,0.472592734062345
JAJZAL01,6.035654627142131e-4,0.7244038803945835,9.215805671642286e-4,0.6549242510304102,6.104594333333333e-4,9.361134038461539e-4,596,0.8514419193445147,0.637,0.4731962995250592
JAJZJJ01,6.032679617460885e-4,0.7244038803945835,9.586013733054289e-4,0.629320986330233,2.652628333333333e-4,0.001101371076923077,6184,0.9815428728793425,0.756,0.4737995674868053
JAKADK01,5.978847866923953e-4,0.7244038803945835,0.0010102309552451388,0.5918298024705795,4.4509473333333334e-4,0.0010128785384615386,1622,0.9777942721145195,0.986,0.47439745227349767
Palsa-881,5.962786455941112e-4,0.7244038803945835,9.746039028628799e-4,0.611816394170549,0.0011924279333333334,5.2152769230769215e-5,1199,0.8978734081686535,0.003,0.47499373091909175
Urbifossiella,5.877109520950275e-4,0.7244038803945835,3.791058689468268e-4,1.550255483323735,0.0012711855666666667,4.910290769230767e-4,1000,0.9262164142324011,0.001,0.4755814418711868
Archangium_A,5.864719169150074e-4,0.7244038803945835,3.069937340802469e-4,1.910370967902902,0.0013102090666666667,4.626369615384613e-4,2418,0.469924408440067,0.001,0.4761679137881018
JACKDM01,5.828490569692346e-4,0.7244038803945835,4.3993851725839406e-4,1.324842072481922,0.0015254874666666667,9.087962884615383e-4,4621,0.773231300774494,0.001,0.47675076284507106
JAEUJP01,5.825258422602503e-4,0.7244038803945835,3.8996665805735204e-4,1.4937837125926259,0.0013709710666666667,6.273977307692306e-4,4559,0.8135291665320286,0.001,0.4773332886873313
Pseudoduganella,5.819447491672659e-4,0.7244038803945835,3.1411330137557774e-4,1.8526587273407074,0.0012700499333333335,3.151683846153847e-4,6030,0.9043369036649648,0.001,0.4779152334364986
JAJYLM01,5.816637254285341e-4,0.7244038803945835,7.885383901007212e-4,0.737647948065328,8.750654666666667e-4,5.42914326923077e-4,7547,0.9980231830704,0.714,0.47849689716192717
Phytohabitans,5.675652110674615e-4,0.7244038803945835,3.651944064515547e-4,1.554145411432397,0.0013444618,6.43251173076923e-4,18,0.9006454382447147,0.001,0.47906446237299466
Telluria,5.674415647980665e-4,0.7244038803945835,5.172964819491111e-4,1.0969368333223817,0.0012813125666666667,2.467206153846154e-4,2862,0.9214260148053887,0.002,0.4796319039377927
Ferrithrix,5.656092472390462e-4,0.7244038803945835,8.152522064212048e-4,0.6937843808138323,9.899605333333332e-4,3.150562115384616e-4,2669,0.9933866901771545,0.967,0.48019751318503173
JAKAVK01,5.579885972564489e-4,0.7244038803945835,9.077887770202973e-4,0.6146678736081937,4.247689333333333e-4,9.755957884615385e-4,7534,0.9846309661694049,0.996,0.4807555017822882
Kibdelosporangium,5.563893199957495e-4,0.7244038803945835,3.3848775144144347e-4,1.6437502321025694,0.0013211324666666667,5.322264615384614e-4,538,0.8750120013637334,0.001,0.48131189110228395
LMDS01,5.529291868144586e-4,0.7244038803945835,0.001699897199592423,0.32527213230719604,4.5802903333333326e-4,7.219640576923076e-4,1174,0.8765957851551952,0.242,0.4818648202890984
